anno1.g1.t1 HAP1_SCAFFOLD_18 1 24559
anno1.g2.t1 HAP1_SCAFFOLD_18 27630 35125
anno2.g1.t1 HAP1_SCAFFOLD_18 102618 104318
anno1.g4.t1 HAP1_SCAFFOLD_18 170900 171145
anno2.g3.t1 HAP1_SCAFFOLD_18 241263 242009
anno1.g5.t1 HAP1_SCAFFOLD_18 243012 243650
anno2.g4.t1 HAP1_SCAFFOLD_18 243012 245798
anno1.g6.t1 HAP1_SCAFFOLD_18 252108 252542
anno2.g6.t1 HAP1_SCAFFOLD_18 267191 268399
anno2.g7.t1 HAP1_SCAFFOLD_18 274557 275699
anno2.g8.t1 HAP1_SCAFFOLD_18 275890 278814
anno1.g8.t1 HAP1_SCAFFOLD_18 280196 286390
anno2.g9.t1 HAP1_SCAFFOLD_18 280196 280474
anno2.g10.t1 HAP1_SCAFFOLD_18 280798 281190
anno2.g11.t1 HAP1_SCAFFOLD_18 281294 282070
anno2.g12.t1 HAP1_SCAFFOLD_18 282084 284133
anno2.g13.t1 HAP1_SCAFFOLD_18 284273 286390
anno2.g14.t1 HAP1_SCAFFOLD_18 286604 287101
anno2.g15.t2 HAP1_SCAFFOLD_18 327584 328538
anno2.g15.t1 HAP1_SCAFFOLD_18 328254 328538
anno1.g10.t1 HAP1_SCAFFOLD_18 331379 331639
anno2.g16.t1 HAP1_SCAFFOLD_18 331361 331639
anno1.g11.t1 HAP1_SCAFFOLD_18 332782 333093
anno2.g18.t1 HAP1_SCAFFOLD_18 344813 348123
anno2.g19.t1 HAP1_SCAFFOLD_18 361491 361856
anno1.g12.t1 HAP1_SCAFFOLD_18 361956 364037
anno2.g21.t1 HAP1_SCAFFOLD_18 370397 370777
anno1.g13.t1 HAP1_SCAFFOLD_18 373434 378464
anno2.g22.t1 HAP1_SCAFFOLD_18 373070 376356
anno2.g23.t1 HAP1_SCAFFOLD_18 376423 378464
anno2.g24.t1 HAP1_SCAFFOLD_18 378906 380681
anno1.g15.t1 HAP1_SCAFFOLD_18 380728 381453
anno1.g16.t1 HAP1_SCAFFOLD_18 381549 381965
anno1.g17.t1 HAP1_SCAFFOLD_18 382269 386625
anno1.g18.t1 HAP1_SCAFFOLD_18 387613 388437
anno2.g29.t1 HAP1_SCAFFOLD_18 388525 389457
anno2.g30.t1 HAP1_SCAFFOLD_18 390097 397588
anno2.g31.t1 HAP1_SCAFFOLD_18 397899 403566
anno2.g32.t1 HAP1_SCAFFOLD_18 402760 403566
anno2.g33.t1 HAP1_SCAFFOLD_18 405032 405850
anno2.g34.t1 HAP1_SCAFFOLD_18 409422 410324
anno2.g35.t1 HAP1_SCAFFOLD_18 410372 411085
anno2.g36.t1 HAP1_SCAFFOLD_18 411311 411661
anno1.g21.t1 HAP1_SCAFFOLD_18 411311 421774
anno2.g38.t1 HAP1_SCAFFOLD_18 420803 421774
anno2.g37.t1 HAP1_SCAFFOLD_18 417298 420085
anno1.g22.t1 HAP1_SCAFFOLD_18 422592 423524
anno2.g40.t1 HAP1_SCAFFOLD_18 426010 427590
anno1.g23.t1 HAP1_SCAFFOLD_18 434921 436636
anno1.g24.t1 HAP1_SCAFFOLD_18 438353 438601
anno2.g43.t1 HAP1_SCAFFOLD_18 438938 440062
anno2.g44.t1 HAP1_SCAFFOLD_18 440337 440885
anno2.g45.t1 HAP1_SCAFFOLD_18 448120 448656
anno2.g47.t1 HAP1_SCAFFOLD_18 456155 457240
anno2.g48.t1 HAP1_SCAFFOLD_18 457485 458108
anno2.g49.t1 HAP1_SCAFFOLD_18 471178 472278
anno2.g50.t1 HAP1_SCAFFOLD_18 493628 493900
anno1.g26.t1 HAP1_SCAFFOLD_18 494047 494763
anno1.g27.t1 HAP1_SCAFFOLD_18 494951 496468
anno2.g53.t1 HAP1_SCAFFOLD_18 496897 497589
anno2.g54.t1 HAP1_SCAFFOLD_18 498983 500010
anno2.g54.t2 HAP1_SCAFFOLD_18 498016 500010
anno1.g28.t1 HAP1_SCAFFOLD_18 507876 508142
anno1.g29.t1 HAP1_SCAFFOLD_18 617776 638227
anno2.g56.t1 HAP1_SCAFFOLD_18 617776 633914
anno1.g30.t1 HAP1_SCAFFOLD_18 775290 793364
anno2.g57.t1 HAP1_SCAFFOLD_18 775290 793364
anno1.g31.t1 HAP1_SCAFFOLD_18 855739 856005
anno2.g59.t1 HAP1_SCAFFOLD_18 942793 947488
anno2.g60.t1 HAP1_SCAFFOLD_18 948139 948675
anno2.g61.t1 HAP1_SCAFFOLD_18 978239 980617
anno2.g62.t1 HAP1_SCAFFOLD_18 980819 982876
anno2.g63.t1 HAP1_SCAFFOLD_18 982907 983872
anno2.g64.t1 HAP1_SCAFFOLD_279 69560 69949
anno1.g32.t1 HAP1_SCAFFOLD_279 69991 71304
anno2.g66.t1 HAP1_SCAFFOLD_279 71349 71729
anno1.g33.t1 HAP1_SCAFFOLD_279 71349 72726
anno1.g34.t1 HAP1_SCAFFOLD_279 75197 75505
anno2.g68.t1 HAP1_SCAFFOLD_279 75197 76413
anno1.g35.t1 HAP1_SCAFFOLD_279 77300 78256
anno1.g36.t1 HAP1_SCAFFOLD_279 130175 130597
anno1.g37.t1 HAP1_SCAFFOLD_279 171160 171399
anno1.g38.t1 HAP1_SCAFFOLD_279 171510 171899
anno1.g39.t1 HAP1_SCAFFOLD_279 172375 172992
anno2.g74.t1 HAP1_SCAFFOLD_279 173756 175504
anno1.g41.t1 HAP1_SCAFFOLD_279 176347 178044
anno1.g42.t1 HAP1_SCAFFOLD_279 186115 186384
anno2.g76.t1 HAP1_SCAFFOLD_279 186115 190260
anno1.g43.t1 HAP1_SCAFFOLD_279 221829 223376
anno1.g44.t1 HAP1_SCAFFOLD_279 238276 240517
anno2.g78.t1 HAP1_SCAFFOLD_279 238276 238842
anno2.g79.t1 HAP1_SCAFFOLD_279 240005 240517
anno1.g45.t1 HAP1_SCAFFOLD_279 243435 258620
anno2.g80.t1 HAP1_SCAFFOLD_279 258219 258620
anno2.g81.t1 HAP1_SCAFFOLD_279 262260 262625
anno1.g46.t1 HAP1_SCAFFOLD_281 1 2715
anno1.g47.t1 HAP1_SCAFFOLD_281 19777 21710
anno2.g83.t1 HAP1_SCAFFOLD_281 19777 21710
anno2.g84.t1 HAP1_SCAFFOLD_281 24106 26542
anno2.g84.t2 HAP1_SCAFFOLD_281 24106 26542
anno1.g48.t1 HAP1_SCAFFOLD_281 26517 32937
anno1.g49.t1 HAP1_SCAFFOLD_281 62411 63493
anno2.g85.t1 HAP1_SCAFFOLD_281 62411 63586
anno2.g86.t1 HAP1_SCAFFOLD_281 63641 64252
anno1.g50.t1 HAP1_SCAFFOLD_281 93816 94019
anno1.g51.t1 HAP1_SCAFFOLD_281 98924 111729
anno2.g87.t1 HAP1_SCAFFOLD_281 109075 109638
anno2.g88.t1 HAP1_SCAFFOLD_281 115349 117196
anno2.g89.t1 HAP1_SCAFFOLD_281 118561 118854
anno1.g52.t1 HAP1_SCAFFOLD_281 134887 150303
anno2.g90.t1 HAP1_SCAFFOLD_281 134887 137580
anno1.g53.t1 HAP1_SCAFFOLD_281 151737 152646
anno1.g53.t2 HAP1_SCAFFOLD_281 151737 152646
