HG995163.1	0	10000	9990	0	0.0
HG995163.1	10000	20000	10000	0	0.0
HG995163.1	20000	30000	10000	0	0.0
HG995163.1	30000	40000	10000	0	0.0
HG995163.1	40000	50000	10000	0	0.0
HG995163.1	50000	60000	10000	0	0.0
HG995163.1	60000	70000	10000	0	0.0
HG995163.1	70000	80000	10000	0	0.0
HG995163.1	80000	90000	10000	0	0.0
HG995163.1	90000	100000	10000	0	0.0
HG995163.1	100000	110000	9996	14	14.006
HG995163.1	110000	120000	7021	34	48.426
HG995163.1	120000	130000	8525	29	34.018
HG995163.1	130000	140000	10000	50	50.0
HG995163.1	140000	150000	10000	38	38.0
HG995163.1	150000	160000	10000	118	118.0
HG995163.1	160000	170000	10000	114	114.0
HG995163.1	170000	180000	10000	88	88.0
HG995163.1	180000	190000	10000	109	109.0
HG995163.1	190000	200000	10000	156	156.0
HG995163.1	200000	210000	10000	177	177.0
HG995163.1	210000	220000	10000	87	87.0
HG995163.1	220000	230000	10000	198	198.0
HG995163.1	230000	240000	10000	198	198.0
HG995163.1	240000	250000	10000	75	75.0
HG995163.1	250000	260000	10000	70	70.0
HG995163.1	260000	270000	10000	128	128.0
HG995163.1	270000	280000	10000	34	34.0
HG995163.1	280000	290000	10000	121	121.0
HG995163.1	290000	300000	10000	59	59.0
HG995163.1	300000	310000	10000	77	77.0
HG995163.1	310000	320000	10000	98	98.0
HG995163.1	320000	330000	10000	136	136.0
HG995163.1	330000	340000	10000	126	126.0
HG995163.1	340000	350000	10000	132	132.0
HG995163.1	350000	360000	10000	105	105.0
HG995163.1	360000	370000	10000	32	32.0
HG995163.1	370000	380000	10000	83	83.0
HG995163.1	380000	390000	10000	96	96.0
HG995163.1	390000	400000	10000	44	44.0
HG995163.1	400000	410000	10000	84	84.0
HG995163.1	410000	420000	10000	130	130.0
HG995163.1	420000	430000	10000	62	62.0
HG995163.1	430000	440000	10000	136	136.0
HG995163.1	440000	450000	10000	90	90.0
HG995163.1	450000	460000	10000	59	59.0
HG995163.1	460000	470000	10000	78	78.0
HG995163.1	470000	480000	10000	135	135.0
HG995163.1	480000	490000	10000	169	169.0
HG995163.1	490000	500000	10000	107	107.0
HG995163.1	500000	510000	10000	126	126.0
HG995163.1	510000	520000	10000	19	19.0
HG995163.1	520000	530000	10000	82	82.0
HG995163.1	530000	540000	10000	108	108.0
HG995163.1	540000	550000	10000	49	49.0
HG995163.1	550000	560000	10000	71	71.0
HG995163.1	560000	570000	10000	108	108.0
HG995163.1	570000	580000	10000	46	46.0
HG995163.1	580000	590000	10000	125	125.0
HG995163.1	590000	600000	10000	116	116.0
HG995163.1	600000	610000	10000	123	123.0
HG995163.1	610000	620000	10000	84	84.0
HG995163.1	620000	630000	10000	79	79.0
HG995163.1	630000	640000	10000	147	147.0
HG995163.1	640000	650000	10000	79	79.0
HG995163.1	650000	660000	10000	75	75.0
HG995163.1	660000	670000	10000	135	135.0
HG995163.1	670000	680000	10000	32	32.0
HG995163.1	680000	690000	10000	24	24.0
HG995163.1	690000	700000	10000	81	81.0
HG995163.1	700000	710000	10000	118	118.0
HG995163.1	710000	720000	10000	116	116.0
HG995163.1	720000	730000	10000	142	142.0
HG995163.1	730000	740000	10000	31	31.0
HG995163.1	740000	750000	10000	0	0.0
HG995163.1	750000	760000	10000	1	1.0
HG995163.1	760000	770000	10000	1	1.0
HG995163.1	770000	780000	10000	85	85.0
HG995163.1	780000	790000	10000	15	15.0
HG995163.1	790000	800000	10000	24	24.0
HG995163.1	800000	810000	10000	68	68.0
