FR989926.1	0	10000	3328	24	72.115
FR989926.1	10000	20000	10000	7	7.0
FR989926.1	20000	30000	9994	0	0.0
FR989926.1	30000	40000	10000	0	0.0
FR989926.1	40000	50000	10000	8	8.0
FR989926.1	50000	60000	8848	0	0.0
FR989926.1	60000	70000	9997	27	27.008
FR989926.1	70000	80000	10000	20	20.0
FR989926.1	80000	90000	10000	71	71.0
FR989926.1	90000	100000	10000	0	0.0
FR989926.1	100000	110000	10000	0	0.0
FR989926.1	110000	120000	10000	12	12.0
FR989926.1	120000	130000	10000	82	82.0
FR989926.1	130000	140000	10000	79	79.0
FR989926.1	140000	150000	10000	106	106.0
FR989926.1	150000	160000	10000	82	82.0
FR989926.1	160000	170000	10000	76	76.0
FR989926.1	170000	180000	10000	113	113.0
FR989926.1	180000	190000	10000	39	39.0
FR989926.1	190000	200000	10000	45	45.0
FR989926.1	200000	210000	10000	8	8.0
FR989926.1	210000	220000	10000	98	98.0
FR989926.1	220000	230000	10000	108	108.0
FR989926.1	230000	240000	10000	160	160.0
FR989926.1	240000	250000	10000	90	90.0
FR989926.1	250000	260000	10000	46	46.0
FR989926.1	260000	270000	10000	74	74.0
FR989926.1	270000	280000	9991	41	41.037
FR989926.1	280000	290000	9996	54	54.022
FR989926.1	290000	300000	10000	90	90.0
FR989926.1	300000	310000	10000	76	76.0
FR989926.1	310000	320000	10000	42	42.0
FR989926.1	320000	330000	10000	82	82.0
FR989926.1	330000	340000	10000	38	38.0
FR989926.1	340000	350000	10000	88	88.0
FR989926.1	350000	360000	9936	81	81.522
FR989926.1	360000	370000	9990	65	65.065
FR989926.1	370000	380000	10000	111	111.0
FR989926.1	380000	390000	9090	25	27.503
FR989926.1	390000	400000	9241	43	46.532
FR989926.1	400000	410000	9998	61	61.012
FR989926.1	410000	420000	10000	11	11.0
FR989926.1	420000	430000	10000	28	28.0
FR989926.1	430000	440000	10000	17	17.0
FR989926.1	440000	450000	10000	14	14.0
FR989926.1	450000	460000	10000	31	31.0
FR989926.1	460000	470000	10000	61	61.0
FR989926.1	470000	480000	10000	57	57.0
FR989926.1	480000	490000	10000	46	46.0
FR989926.1	490000	500000	10000	0	0.0
FR989926.1	500000	510000	10000	97	97.0
FR989926.1	510000	520000	10000	107	107.0
FR989926.1	520000	530000	10000	52	52.0
