FR990043.1	0	10000	6018	0	0.0
FR990043.1	10000	20000	10000	60	60.0
FR990043.1	20000	30000	10000	5	5.0
FR990043.1	30000	40000	10000	0	0.0
FR990043.1	40000	50000	10000	0	0.0
FR990043.1	50000	60000	10000	0	0.0
FR990043.1	60000	70000	10000	0	0.0
FR990043.1	70000	80000	10000	0	0.0
FR990043.1	80000	90000	10000	0	0.0
FR990043.1	90000	100000	9970	0	0.0
FR990043.1	100000	110000	10000	0	0.0
FR990043.1	110000	120000	10000	0	0.0
FR990043.1	120000	130000	10000	0	0.0
FR990043.1	130000	140000	10000	0	0.0
FR990043.1	140000	150000	10000	7	7.0
FR990043.1	150000	160000	10000	1	1.0
FR990043.1	160000	170000	10000	3	3.0
FR990043.1	170000	180000	10000	2	2.0
FR990043.1	180000	190000	10000	0	0.0
FR990043.1	190000	200000	10000	24	24.0
FR990043.1	200000	210000	10000	40	40.0
FR990043.1	210000	220000	10000	0	0.0
FR990043.1	220000	230000	10000	0	0.0
FR990043.1	230000	240000	10000	0	0.0
FR990043.1	240000	250000	10000	0	0.0
FR990043.1	250000	260000	10000	10	10.0
FR990043.1	260000	270000	7077	0	0.0
FR990043.1	270000	280000	9956	0	0.0
FR990043.1	280000	290000	10000	0	0.0
FR990043.1	290000	300000	10000	0	0.0
FR990043.1	300000	310000	10000	2	2.0
FR990043.1	310000	320000	10000	0	0.0
FR990043.1	320000	330000	10000	75	75.0
FR990043.1	330000	340000	10000	1	1.0
FR990043.1	340000	350000	9678	57	58.896
FR990043.1	350000	360000	8094	22	27.181
FR990043.1	360000	370000	10000	24	24.0
FR990043.1	370000	380000	10000	28	28.0
FR990043.1	380000	390000	10000	0	0.0
FR990043.1	390000	400000	10000	0	0.0
FR990043.1	400000	410000	10000	0	0.0
FR990043.1	410000	420000	10000	56	56.0
FR990043.1	420000	430000	10000	138	138.0
FR990043.1	430000	440000	10000	52	52.0
FR990043.1	440000	450000	10000	0	0.0
FR990043.1	450000	460000	10000	6	6.0
FR990043.1	460000	470000	9487	0	0.0
FR990043.1	470000	480000	10000	63	63.0
FR990043.1	480000	490000	10000	81	81.0
FR990043.1	490000	500000	10000	99	99.0
FR990043.1	500000	510000	10000	31	31.0
FR990043.1	510000	520000	10000	83	83.0
FR990043.1	520000	530000	9668	10	10.343
FR990043.1	530000	540000	6783	14	20.64
FR990043.1	540000	550000	10000	0	0.0
FR990043.1	550000	560000	10000	0	0.0
FR990043.1	560000	570000	10000	0	0.0
FR990043.1	570000	580000	10000	1	1.0
FR990043.1	580000	590000	10000	3	3.0
FR990043.1	590000	600000	10000	0	0.0
FR990043.1	600000	610000	10000	1	1.0
FR990043.1	610000	620000	10000	17	17.0
FR990043.1	620000	630000	10000	0	0.0
FR990043.1	630000	640000	10000	0	0.0
FR990043.1	640000	650000	10000	11	11.0
FR990043.1	650000	660000	10000	20	20.0
FR990043.1	660000	670000	10000	0	0.0
FR990043.1	670000	680000	10000	100	100.0
FR990043.1	680000	690000	10000	52	52.0
FR990043.1	690000	700000	10000	6	6.0
FR990043.1	700000	710000	10000	67	67.0
FR990043.1	710000	720000	10000	40	40.0
FR990043.1	720000	730000	10000	14	14.0
FR990043.1	730000	740000	10000	26	26.0
FR990043.1	740000	750000	10000	29	29.0
FR990043.1	750000	760000	10000	29	29.0
FR990043.1	760000	770000	10000	23	23.0
FR990043.1	770000	780000	9301	136	146.221
FR990043.1	780000	790000	9221	33	35.788
FR990043.1	790000	800000	10000	0	0.0
FR990043.1	800000	810000	10000	32	32.0
FR990043.1	810000	820000	10000	15	15.0
FR990043.1	820000	830000	10000	32	32.0
FR990043.1	830000	840000	10000	21	21.0
FR990043.1	840000	850000	7497	22	29.345
FR990043.1	850000	860000	10000	43	43.0
FR990043.1	860000	870000	10000	8	8.0
FR990043.1	870000	880000	3576	3	8.389
FR990043.1	880000	890000	10000	54	54.0
FR990043.1	890000	900000	10000	60	60.0
FR990043.1	900000	910000	10000	51	51.0
FR990043.1	910000	920000	10000	41	41.0
FR990043.1	920000	930000	10000	89	89.0
FR990043.1	930000	940000	10000	2	2.0
FR990043.1	940000	950000	10000	67	67.0
FR990043.1	950000	960000	10000	49	49.0
FR990043.1	960000	970000	10000	5	5.0
FR990043.1	970000	980000	10000	92	92.0
FR990043.1	980000	990000	10000	81	81.0
FR990043.1	990000	1000000	10000	23	23.0
FR990043.1	1000000	1010000	10000	19	19.0
FR990043.1	1010000	1020000	10000	20	20.0
FR990043.1	1020000	1030000	10000	5	5.0
FR990043.1	1030000	1040000	10000	0	0.0
FR990043.1	1040000	1050000	10000	0	0.0
FR990043.1	1050000	1060000	10000	0	0.0
FR990043.1	1060000	1070000	10000	38	38.0
FR990043.1	1070000	1080000	10000	0	0.0
FR990043.1	1080000	1090000	10000	0	0.0
FR990043.1	1090000	1100000	10000	27	27.0
FR990043.1	1100000	1110000	10000	39	39.0
FR990043.1	1110000	1120000	10000	10	10.0
FR990043.1	1120000	1130000	10000	10	10.0
FR990043.1	1130000	1140000	10000	55	55.0
FR990043.1	1140000	1150000	7493	33	44.041
FR990043.1	1150000	1160000	5252	0	0.0
FR990043.1	1160000	1170000	10000	0	0.0
FR990043.1	1170000	1180000	10000	0	0.0
FR990043.1	1180000	1190000	10000	23	23.0
FR990043.1	1190000	1200000	10000	82	82.0
FR990043.1	1200000	1210000	8709	19	21.817
FR990043.1	1210000	1220000	10000	15	15.0
FR990043.1	1220000	1230000	10000	24	24.0
FR990043.1	1230000	1240000	10000	9	9.0
FR990043.1	1240000	1250000	10000	5	5.0
FR990043.1	1250000	1260000	10000	33	33.0
FR990043.1	1260000	1270000	10000	0	0.0
FR990043.1	1270000	1280000	10000	50	50.0
FR990043.1	1280000	1290000	10000	0	0.0
FR990043.1	1290000	1300000	9091	0	0.0
FR990043.1	1300000	1310000	10000	0	0.0
FR990043.1	1310000	1320000	10000	34	34.0
FR990043.1	1320000	1330000	10000	12	12.0
FR990043.1	1330000	1340000	10000	0	0.0
FR990043.1	1340000	1350000	8694	0	0.0
FR990043.1	1350000	1360000	10000	0	0.0
FR990043.1	1360000	1370000	10000	33	33.0
FR990043.1	1370000	1380000	10000	10	10.0
FR990043.1	1380000	1390000	10000	10	10.0
FR990043.1	1390000	1400000	10000	0	0.0
