HG992056.1	2100000	2410000	31	1.903225806451613
HG992056.1	2420000	3570000	115	0.8701826086956522
HG992056.1	3580000	3600000	2	3.2175000000000002
HG992056.1	5800000	5830000	3	0.0
HG992056.1	5840000	5900000	6	0.3333333333333333
HG992056.1	8400000	8500000	10	1.0
HG992057.1	1400000	1500000	10	0.1
HG992057.1	8200000	8300000	10	2.4
HG992057.1	8900000	9000000	10	6.3
HG992058.1	2100000	2200000	10	5.4
HG992058.1	3340000	3500000	16	0.0
HG992058.1	4900000	5100000	20	3.05
HG992058.1	5200000	5300000	10	0.0
HG992058.1	8400000	8500000	10	0.0
HG992059.1	10000	200000	19	5.526315789473684
HG992059.1	1700000	1800000	10	1.1
HG992059.1	3100000	3300000	20	4.8
HG992059.1	6100000	6200000	10	5.1
HG992059.1	8300000	8440000	14	2.857642857142857
HG992060.1	0	100000	10	4.757
HG992060.1	1500000	1550000	5	0.0
HG992060.1	1570000	1620000	5	0.0
HG992060.1	1630000	1700000	7	1.0
HG992060.1	3100000	3140000	4	0.0
HG992060.1	3150000	3190000	4	0.0
HG992060.1	6900000	7000000	10	1.8
HG992061.1	1400000	1700000	30	3.966666666666667
HG992061.1	3300000	3400000	10	4.9
HG992061.1	4700000	4750000	5	0.0
HG992061.1	4760000	4800000	4	0.0
HG992061.1	6200000	6270000	7	5.857142857142857
HG992061.1	6280000	6300000	2	3.5
HG992061.1	7900000	8080000	18	2.8333333333333335
HG992061.1	8090000	8140000	5	0.0
HG992062.1	0	100000	10	3.0
HG992062.1	3600000	3700000	10	4.5
HG992062.1	7700000	7840000	14	0.21428571428571427
HG992063.1	0	100000	10	4.0
HG992063.1	1200000	1380000	18	0.0
HG992063.1	1390000	1410000	2	0.0
HG992063.1	1430000	1500000	7	5.142857142857143
HG992063.1	1900000	2000000	10	6.8
HG992063.1	4600000	4660000	6	0.0
HG992063.1	4680000	4700000	2	0.0
HG992063.1	5100000	5160000	6	6.333333333333333
HG992063.1	5180000	5200000	2	0.0
HG992063.1	7200000	7370000	17	3.176470588235294
HG992064.1	3300000	3400000	10	7.6
HG992064.1	7100000	7220000	12	6.583333333333333
HG992065.1	900000	1100000	20	2.9
HG992065.1	3700000	3800000	10	0.2
HG992065.1	4500000	4560000	6	0.0
HG992065.1	4570000	4600000	3	0.3333333333333333
HG992065.1	4900000	5000000	10	6.9
HG992065.1	6900000	6950000	5	0.0
HG992066.1	200000	310000	11	0.0
HG992066.1	320000	400000	8	0.25
HG992066.1	5900000	6100000	20	3.25
HG992066.1	6800000	6920000	12	4.5
HG992067.1	4100000	4200000	10	0.0
HG992067.1	6700000	6750000	5	1.2
HG992068.1	1500000	1550000	5	7.4
HG992068.1	1570000	1600000	3	0.0
HG992068.1	6600000	6700000	10	4.1
HG992069.1	400000	500000	10	1.9
HG992069.1	2100000	2140000	4	0.0
HG992069.1	2150000	2170000	2	0.0
HG992069.1	2180000	2200000	2	0.0
HG992069.1	4180000	4200000	2	0.0
HG992069.1	6100000	6200000	10	4.8
HG992069.1	6600000	6680000	8	5.5
HG992070.1	900000	970000	7	1.8595714285714284
HG992070.1	980000	1000000	2	5.5
HG992070.1	1700000	1800000	10	4.3
HG992070.1	4400000	4500000	10	6.7
HG992071.1	0	100000	10	6.7645
HG992071.1	200000	300000	10	4.4686
HG992071.1	400000	500000	10	8.030100000000001
HG992071.1	1200000	1300000	10	5.9
HG992071.1	2100000	2530000	43	0.09302325581395349
HG992071.1	2540000	2580000	4	0.0
HG992071.1	3010000	3100000	9	5.349777777777778
HG992072.1	6000000	6100000	10	7.1
HG992073.1	3700000	3800000	10	3.5
HG992073.1	4900000	5000000	10	6.4
HG992074.1	800000	900000	10	0.0
HG992074.1	1800000	1820000	2	0.0
HG992074.1	1830000	1860000	3	0.0
HG992074.1	6400000	6490000	9	1.5555555555555556
HG992075.1	0	200000	20	1.4
HG992075.1	5300000	5330000	3	0.0
HG992075.1	5340000	5400000	6	0.1785
HG992075.1	6000000	6200000	20	4.65215
HG992076.1	100000	530000	43	0.839953488372093
HG992076.1	2000000	2100000	10	4.8327
HG992076.1	2400000	2600000	20	3.15
HG992076.1	4300000	4500000	20	0.45
HG992076.1	5900000	6010000	11	1.3636363636363635
HG992076.1	6040000	6050000	1	1.471
HG992076.1	6070000	6090000	2	0.0
HG992076.1	6110000	6120000	1	0.0
HG992076.1	6130000	6150000	2	0.0
HG992076.1	6180000	6200000	2	0.0
HG992076.1	6360000	6440000	8	0.375
HG992077.1	0	100000	10	4.2
HG992077.1	4000000	4100000	10	4.9
HG992077.1	6200000	6320000	12	0.9405833333333333
HG992078.1	0	100000	10	0.5
HG992078.1	2700000	2800000	10	7.6
HG992078.1	4000000	4100000	10	6.8
HG992078.1	6200000	6260000	6	2.5
HG992079.1	0	20000	2	0.0
HG992079.1	50000	140000	9	0.5555555555555556
HG992079.1	150000	200000	5	7.8
HG992079.1	1500000	1600000	10	7.4
HG992079.1	6200000	6250000	5	0.0
HG992080.1	1310000	1400000	9	0.0
HG992080.1	1500000	1600000	10	6.6
HG992080.1	6100000	6200000	10	1.0
HG992081.1	2000000	2070000	7	0.0
HG992081.1	2090000	2100000	1	0.0
HG992081.1	6100000	6180000	8	0.25
HG992082.1	1400000	1420000	2	0.0
HG992082.1	1430000	1500000	7	0.0
HG992082.1	1700000	1800000	10	6.4249
HG992082.1	3300000	3400000	10	6.2
HG992082.1	5500000	5600000	10	6.3
HG992083.1	900000	1000000	10	3.5
HG992083.1	6000000	6070000	7	5.0
HG992084.1	910000	1000000	9	1.7787777777777778
HG992084.1	1300000	1400000	10	5.7983
HG992084.1	2900000	3000000	10	0.0
HG992084.1	5400000	5800000	40	2.22505
HG992085.1	1800000	1900000	10	0.0
HG992085.1	2300000	2400000	10	0.0
HG992085.1	6000000	6030000	3	0.0
HG992086.1	300000	400000	10	7.8
HG992086.1	1400000	1500000	10	7.0
HG992086.1	5300000	5380000	8	0.25
HG992086.1	5390000	5400000	1	0.0
HG992086.1	6000000	6030000	3	0.847
HG992087.1	6000000	6020000	2	0.0
HG992088.1	0	100000	10	2.3169
HG992088.1	1600000	1700000	10	7.5
HG992088.1	5900000	5980000	8	5.875
HG992090.1	0	100000	10	7.4
HG992090.1	3000000	3190000	19	0.8540526315789474
HG992090.1	3200000	3600000	40	2.075
HG992090.1	5800000	5930000	13	5.0
HG992091.1	2060000	2100000	4	0.0
HG992091.1	5800000	5890000	9	7.0
HG992092.1	400000	500000	10	4.2
HG992092.1	4100000	4200000	10	5.8
HG992092.1	5800000	5870000	7	0.5714285714285714
HG992093.1	3300000	3400000	10	0.1
HG992093.1	5700000	5800000	10	4.4
HG992094.1	100000	200000	10	3.8
HG992094.1	3500000	3700000	20	1.45
HG992094.1	4000000	4100000	10	1.4
HG992095.1	1800000	1900000	10	5.8
HG992095.1	2600000	2700000	10	6.1
HG992095.1	5700000	5760000	6	0.0
HG992096.1	0	100000	10	5.3455
HG992096.1	5500000	5720000	22	0.09090909090909091
HG992097.1	3700000	3740000	4	0.0
HG992097.1	3750000	3900000	15	4.733333333333333
HG992097.1	5600000	5660000	6	3.6666666666666665
HG992098.1	0	100000	10	7.7045
HG992098.1	2400000	2500000	10	6.0
HG992098.1	5600000	5650000	5	1.6
HG992099.1	0	100000	10	7.8
HG992099.1	800000	900000	10	7.6
HG992099.1	5500000	5610000	11	5.818181818181818
HG992100.1	0	100000	10	0.0
HG992100.1	1900000	2000000	10	7.7
HG992100.1	2300000	2340000	4	0.0
HG992100.1	2350000	2400000	5	0.0
HG992100.1	5500000	5570000	7	1.8571428571428572
HG992101.1	5100000	5300000	20	4.38595
HG992101.1	5500000	5540000	4	2.25
HG992102.1	10000	100000	9	1.1111111111111112
HG992102.1	700000	800000	10	6.1
HG992102.1	3600000	3700000	10	7.1
HG992102.1	5400000	5530000	13	2.3846153846153846
HG992103.1	0	200000	20	3.9
HG992103.1	920000	1000000	8	0.875
HG992103.1	5400000	5470000	7	7.285714285714286
HG992104.1	1100000	1200000	10	7.1
HG992104.1	5200000	5410000	21	3.0939047619047617
HG992105.1	10000	100000	9	6.222222222222222
HG992105.1	5100000	5200000	10	7.3
HG992105.1	5300000	5370000	7	0.864
HG992107.1	10000	70000	6	0.7783333333333333
HG992107.1	80000	100000	2	7.134
HG992107.1	700000	800000	10	0.1
HG992107.1	2500000	2600000	10	0.1
HG992107.1	3200000	3280000	8	0.0
HG992107.1	5200000	5270000	7	0.2857142857142857
HG992108.1	5210000	5240000	3	0.0
HG992109.1	0	60000	6	0.8333333333333334
HG992109.1	1670000	1680000	1	0.0
HG992109.1	5000000	5210000	21	1.1428571428571428
HG992110.1	1400000	1500000	10	4.6
HG992110.1	2810000	2870000	6	0.0
HG992110.1	2880000	2900000	2	0.0
HG992110.1	4200000	4300000	10	7.9
HG992110.1	5100000	5200000	10	6.4
HG992111.1	2300000	2600000	30	0.2
HG992111.1	4000000	4100000	10	5.9016
HG992111.1	5100000	5150000	5	0.0
HG992112.1	1600000	1670000	7	5.842
HG992112.1	1690000	1710000	2	0.0
HG992112.1	1720000	1900000	18	3.111111111111111
HG992112.1	4900000	4960000	6	0.0
HG992112.1	4970000	5000000	3	0.3333333333333333
HG992112.1	5100000	5130000	3	0.0
HG992113.1	0	100000	10	4.6
HG992113.1	3100000	3200000	10	8.0
HG992113.1	5100000	5130000	3	0.0
HG992114.1	0	100000	10	4.1209
