OW569288.1	0	40000	4	0.0
OW569288.1	50000	200000	15	2.2667333333333333
OW569288.1	400000	500000	10	4.8
OW569288.1	1000000	1700000	70	0.0
OW569288.1	3100000	3400000	30	0.8046666666666666
OW569288.1	3600000	3800000	20	2.8
OW569288.1	4500000	4600000	10	2.9
OW569288.1	4800000	4900000	10	0.8845
OW569288.1	9700000	10000000	30	0.8333333333333334
OW569288.1	11100000	11200000	10	3.6
OW569288.1	16200000	16500000	30	1.0333333333333334
OW569288.1	20800000	21100000	30	1.5666666666666667
OW569288.1	22700000	22740000	4	0.25
OW569288.1	22750000	22800000	5	0.0
OW569288.1	23000000	23100000	10	2.8
OW569288.1	23200000	23400000	20	2.05
OW569288.1	23600000	24100000	50	0.34
OW569288.1	28100000	28200000	10	3.0006
OW569288.1	30000000	30220000	22	1.0986363636363636
OW569289.1	500000	600000	10	0.8022
OW569289.1	2900000	3100000	20	1.6
OW569289.1	3600000	7000000	340	0.08823529411764706
OW569289.1	7010000	8000000	99	0.0
OW569289.1	8010000	8100000	9	3.3333333333333335
OW569289.1	9400000	9500000	10	0.1
OW569289.1	9600000	9860000	26	0.038461538461538464
OW569289.1	9870000	10140000	27	0.037037037037037035
OW569289.1	10150000	10180000	3	0.0
OW569289.1	10210000	10220000	1	0.0
OW569289.1	10230000	10240000	1	0.0
OW569289.1	10280000	10290000	1	0.0
OW569289.1	10400000	10430000	3	0.0
OW569289.1	10440000	10450000	1	1.479
OW569289.1	10480000	10490000	1	1.51
OW569289.1	10540000	10550000	1	0.0
OW569289.1	10620000	10640000	2	0.0
OW569289.1	10650000	10670000	2	0.0
OW569289.1	10730000	10740000	1	0.0
OW569289.1	10760000	10900000	14	0.14285714285714285
OW569289.1	11100000	11200000	10	3.5
OW569289.1	11400000	11500000	10	4.6
OW569289.1	14100000	14200000	10	2.4
OW569289.1	16400000	16500000	10	5.1
OW569289.1	22400000	24540000	214	0.004672897196261682
OW569289.1	24550000	25760000	121	0.0
OW569289.1	25770000	25820000	5	0.0
OW569289.1	25830000	26280000	45	0.0
OW569290.1	0	140000	14	0.0
OW569290.1	280000	340000	6	0.7051666666666667
OW569290.1	350000	400000	5	0.4
OW569290.1	500000	600000	10	5.0
OW569290.1	700000	900000	20	0.15
OW569290.1	1700000	1800000	10	1.2
OW569290.1	2300000	2400000	10	2.5
OW569290.1	3600000	3700000	10	0.4
OW569290.1	3900000	4200000	30	0.5
OW569290.1	4300000	4500000	20	0.65
OW569290.1	4800000	4900000	10	1.9275
OW569290.1	7500000	7600000	10	1.1
OW569290.1	8510000	8900000	39	0.3952307692307692
OW569290.1	9200000	9300000	10	4.0
OW569290.1	10300000	10400000	10	5.1
OW569290.1	10900000	11000000	10	4.6
OW569290.1	12400000	12500000	10	4.5
OW569290.1	12900000	13000000	10	0.1
OW569290.1	18700000	18850000	15	0.0
OW569290.1	18860000	19560000	70	0.0
OW569290.1	19570000	20700000	113	0.0
OW569290.1	25400000	25500000	10	0.0
OW569291.1	100000	200000	10	2.7
OW569291.1	400000	500000	10	1.2
OW569291.1	1110000	1200000	9	0.3333333333333333
OW569291.1	1600000	1700000	10	0.7
OW569291.1	6300000	7800000	150	0.0
OW569291.1	8800000	8900000	10	2.5004
OW569291.1	9000000	9100000	10	0.3
OW569291.1	12000000	16610000	461	0.028245119305856832
OW569291.1	16620000	16900000	28	0.0
OW569291.1	16910000	18640000	173	0.023121387283236993
OW569291.1	18650000	19130000	48	0.0
OW569291.1	19140000	19600000	46	0.021739130434782608
OW569291.1	20400000	20600000	20	0.0
OW569291.1	23800000	23910000	11	0.36363636363636365
OW569292.1	6400000	6600000	20	2.85
OW569292.1	7400000	7500000	10	2.2
OW569292.1	9900000	13230000	333	0.003003003003003003
OW569292.1	13240000	14070000	83	0.30120481927710846
OW569292.1	14080000	19000000	492	0.0020325203252032522
OW569292.1	19010000	20400000	139	0.0
OW569292.1	22000000	22100000	10	2.2
OW569292.1	22500000	22530000	3	0.0
OW569293.1	0	440000	44	0.75
OW569293.1	450000	3200000	275	0.2
OW569293.1	4100000	5000000	90	0.0
OW569293.1	5300000	5600000	30	0.0
OW569293.1	7600000	8210000	61	0.17390163934426228
OW569293.1	8220000	8700000	48	0.020833333333333332
OW569293.1	9900000	10000000	10	4.4288
OW569293.1	10100000	10200000	10	3.3
OW569293.1	10400000	10500000	10	1.5
OW569293.1	11300000	11500000	20	0.15
OW569293.1	15000000	15200000	20	0.1
OW569293.1	18700000	19100000	40	0.125
OW569293.1	19200000	19300000	10	5.0
OW569293.1	19700000	19800000	10	2.7
OW569293.1	21500000	21600000	10	0.1
OW569293.1	22000000	22040000	4	0.0
OW569294.1	0	2240000	224	0.23109821428571428
OW569294.1	2250000	3730000	148	0.0
OW569294.1	3740000	4100000	36	0.0
OW569294.1	5700000	5800000	10	1.1
OW569294.1	6700000	6800000	10	0.3
OW569294.1	9300000	9400000	10	3.5
OW569294.1	9600000	9700000	10	2.9
OW569294.1	10500000	10600000	10	0.0
OW569294.1	10610000	10800000	19	1.3157894736842106
OW569294.1	12000000	12100000	10	0.2
OW569294.1	12300000	12400000	10	2.5
OW569294.1	12500000	12590000	9	3.888888888888889
OW569294.1	12600000	12800000	20	0.7135
OW569294.1	17900000	18000000	10	2.5
OW569294.1	20600000	20700000	10	0.3
OW569294.1	20800000	20860000	6	1.0
OW569295.1	0	100000	10	0.7
OW569295.1	5000000	5200000	20	1.4
OW569295.1	5500000	5600000	10	5.1
OW569295.1	8800000	8900000	10	1.2022
OW569295.1	9700000	9800000	10	0.0
OW569295.1	15100000	15200000	10	1.4
OW569295.1	18100000	18200000	10	0.2051
OW569295.1	18900000	19000000	10	1.9
OW569295.1	20000000	20110000	11	0.0
OW569296.1	0	100000	10	2.7
OW569296.1	2100000	2300000	20	0.05
OW569296.1	3700000	4000000	30	0.0
OW569296.1	5000000	5100000	10	0.5
OW569296.1	8200000	8400000	20	0.0
OW569296.1	9700000	9800000	10	3.0148
OW569296.1	9900000	10000000	10	1.1357
OW569296.1	11800000	19470000	767	0.005310299869621904
OW569297.1	0	510000	51	0.3137254901960784
OW569297.1	520000	1930000	141	0.0
OW569297.1	1940000	2000000	6	0.0
OW569297.1	2010000	2940000	93	0.0
OW569297.1	2950000	5400000	245	0.13877551020408163
OW569297.1	7300000	7500000	20	0.45
OW569297.1	10700000	11600000	90	0.0
OW569297.1	16100000	16200000	10	0.0
OW569297.1	18300000	18390000	9	0.1111111111111111
OW569298.1	10000	100000	9	2.7777777777777777
OW569298.1	3000000	3300000	30	0.9333333333333333
OW569298.1	6200000	6800000	60	0.0
OW569298.1	9300000	9500000	20	1.00215
OW569298.1	10100000	10200000	10	3.6
OW569298.1	12500000	12600000	10	3.1339
OW569298.1	15700000	16400000	70	0.08828571428571429
OW569299.1	0	70000	7	0.0
OW569299.1	80000	3730000	365	0.019178082191780823
OW569299.1	3740000	8260000	452	0.00663716814159292
OW569299.1	8280000	8570000	29	0.0
OW569299.1	8580000	9110000	53	0.0
OW569299.1	9120000	10200000	108	0.39814814814814814
OW569299.1	10600000	10800000	20	0.9
OW569299.1	17300000	17450000	15	0.4666666666666667
OW569300.1	8400000	8500000	10	4.7
OW569300.1	9300000	10100000	80	0.539775
OW569300.1	12600000	13140000	54	0.037037037037037035
OW569300.1	13150000	14200000	105	0.037514285714285715
OW569300.1	15800000	16300000	50	0.16
OW569300.1	16900000	16940000	4	0.0
OW569301.1	0	100000	10	2.1
OW569301.1	3800000	6520000	272	0.0
OW569301.1	6530000	11970000	544	0.014705882352941176
OW569301.1	11980000	13130000	115	0.0
OW569301.1	13140000	13760000	62	0.0
OW569301.1	13770000	14090000	32	0.0
OW569301.1	14100000	14800000	70	0.0
OW569301.1	14810000	16600000	179	0.00558659217877095
OW569302.1	0	100000	10	0.0
OW569302.1	200000	300000	10	4.7
OW569302.1	3000000	3200000	20	0.0
OW569302.1	4800000	4900000	10	0.1
OW569302.1	5800000	5900000	10	3.1
OW569302.1	8700000	9200000	50	0.04
OW569302.1	10200000	12310000	211	0.023696682464454975
OW569302.1	12320000	13100000	78	0.44871794871794873
OW569302.1	15400000	15500000	10	5.0817
OW569302.1	15600000	15700000	10	2.5
OW569302.1	15800000	15850000	5	3.4244
OW569303.1	0	100000	10	1.5
OW569303.1	1100000	1240000	14	1.4285714285714286
OW569303.1	1250000	2000000	75	0.37449333333333334
OW569303.1	3300000	3400000	10	0.2
OW569303.1	4100000	5200000	110	0.0
OW569303.1	8100000	8130000	3	0.0
OW569303.1	8140000	8300000	16	0.0
OW569303.1	10700000	10900000	20	0.8022
OW569303.1	11400000	11710000	31	0.7749032258064517
OW569303.1	11720000	11870000	15	0.4040666666666667
OW569303.1	11900000	12100000	20	0.20295
OW569303.1	12500000	12560000	6	0.8621666666666666
OW569303.1	13400000	14100000	70	0.8023714285714286
OW569303.1	15400000	15500000	10	1.3
OW569303.1	15800000	15840000	4	1.75
OW569304.1	2600000	3790000	119	0.008857142857142857
OW569304.1	3800000	4800000	100	0.0
OW569304.1	5300000	9700000	440	0.0022727272727272726
OW569304.1	11200000	11300000	10	0.0
OW569304.1	14800000	14900000	10	2.7
OW569304.1	15400000	15640000	24	2.3337916666666665
OW569305.1	1900000	6980000	508	0.012151574803149608
OW569305.1	6990000	10690000	370	0.008205405405405406
OW569305.1	10700000	11400000	70	0.0
OW569305.1	11410000	12400000	99	0.0
OW569305.1	14010000	14100000	9	0.2222222222222222
OW569305.1	15500000	15620000	12	4.166666666666667
OW569306.1	0	800000	80	0.0375
OW569306.1	5500000	5700000	20	0.05
OW569306.1	6400000	6600000	20	2.4501
OW569306.1	6800000	6900000	10	3.2
OW569306.1	7400000	7500000	10	0.2
OW569306.1	11300000	11400000	10	1.6
OW569306.1	15100000	15170000	7	0.0
OW569307.1	700000	760000	6	1.0
OW569307.1	770000	900000	13	0.23076923076923078
OW569307.1	1700000	1900000	20	3.15
OW569307.1	2400000	2500000	10	4.0
OW569307.1	3710000	3800000	9	0.3333333333333333
OW569307.1	4900000	7220000	232	0.0
OW569307.1	7230000	7700000	47	0.0
OW569307.1	7720000	7740000	2	0.0
OW569307.1	7750000	8010000	26	0.15384615384615385
OW569307.1	8020000	14070000	605	0.0049586776859504135
OW569307.1	14080000	14940000	86	0.0
OW569308.1	0	100000	10	0.0
OW569308.1	1700000	2330000	63	0.0
OW569308.1	2340000	2600000	26	0.0
OW569308.1	4300000	4400000	10	1.9
OW569308.1	5500000	5960000	46	0.0
OW569308.1	5970000	6200000	23	0.0
OW569308.1	7700000	8100000	40	0.0
OW569308.1	8900000	10310000	141	0.0070921985815602835
OW569308.1	10330000	10380000	5	0.0
OW569308.1	10390000	11450000	106	0.0
OW569309.1	0	200000	20	0.7
OW569309.1	1200000	1300000	10	3.2
OW569309.1	1510000	3990000	248	0.0
OW569309.1	4200000	4600000	40	0.0
OW569309.1	7900000	8000000	10	2.6
