anno2.g4323.t1	GO:0046983
anno2.g12353.t1	
anno1.g2651.t1	GO:0106370
anno2.g16041.t1	
anno1.g6448.t2	GO:0003677
anno1.g16934.t1	
anno2.g4313.t1	GO:0003676,GO:0008270
anno1.g13858.t1	GO:0004833,GO:0019441,GO:0020037
anno2.g2572.t1	
anno1.g17605.t1	GO:0015986,GO:0046933
anno1.g10319.t1	GO:0006397
anno1.g8734.t1	GO:0004725,GO:0005515,GO:0006470
anno1.g4679.t1	
anno1.g3901.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno1.g7938.t1	
anno1.g8566.t1	GO:0006807,GO:0006542,GO:0004356
anno2.g12914.t1	GO:0005576,GO:0008061
anno2.g9744.t1	
anno1.g6096.t1	GO:0007034
anno1.g14791.t1	
anno1.g4056.t1	GO:0008236,GO:0006508,GO:0004252
anno1.g16866.t1	
anno1.g11433.t1	GO:0046961
anno1.g9665.t1	GO:0005515
anno1.g11417.t1	
anno1.g16343.t1	
anno1.g1491.t1	
anno1.g1170.t1	GO:0005515
anno1.g12170.t1	GO:0006629
anno1.g12678.t1	
anno1.g17622.t1	GO:0004066,GO:0006529
anno2.g15082.t1	
anno2.g2505.t1	
anno1.g6189.t1	GO:0003723
anno2.g11171.t1	
anno1.g9126.t1	GO:0005634,GO:0006260,GO:0000808
anno1.g3649.t1	GO:0008654,GO:0016020,GO:0016780
anno2.g15090.t1	GO:0030127,GO:0006888,GO:0006886,GO:0008270
anno2.g19608.t1	GO:0016491
anno1.g5956.t1	GO:0004843,GO:0016579
anno2.g7059.t1	GO:0003824
anno1.g12337.t1	GO:0008654,GO:0016020,GO:0016780
anno2.g13141.t2	GO:0005085,GO:0032012
anno2.g1464.t1	GO:0003924,GO:0005525
anno2.g18278.t1	
anno1.g961.t1	GO:0033743
anno1.g6261.t1	
anno2.g12763.t1	GO:0006508,GO:0004252
anno1.g2390.t1	GO:0004842,GO:0005515
anno1.g13024.t1	GO:0051260,GO:0055085,GO:0006811,GO:0005216,GO:0016020
anno2.g13594.t1	GO:0003677,GO:0003676
anno1.g6452.t1	
anno2.g47.t1	GO:0006355,GO:0003700,GO:0005634
anno1.g932.t1	
anno1.g1513.t1	
anno1.g8295.t1	
anno1.g12331.t1	
anno2.g2812.t1	GO:0003677,GO:0005664,GO:0006260
anno1.g8437.t1	
anno1.g11883.t1	GO:0006355,GO:0043565
anno2.g1138.t1	GO:0016614,GO:0050660
anno2.g10948.t1	GO:0050909,GO:0016020
anno1.g5761.t1	
anno1.g1940.t1	
anno2.g3173.t1	
anno2.g12771.t2	GO:0003723
anno2.g7042.t1	GO:0003676,GO:0003723,GO:0008270
anno2.g19112.t3	GO:0005515,GO:0003924,GO:0005525
anno2.g10169.t1	GO:0003677,GO:0003676
anno2.g3772.t1	GO:0003677,GO:0003676
anno2.g11223.t1	GO:0003677,GO:0003676
anno2.g12684.t1	GO:0003677,GO:0003676
anno1.g9784.t1	GO:0046983
anno1.g6552.t1	
anno2.g11752.t1	
anno2.g11023.t1	
anno1.g10967.t1	
anno2.g5845.t1	GO:0003779,GO:0016043
anno1.g2050.t1	
anno1.g8710.t1	
anno2.g18459.t1	GO:0005515
anno1.g16972.t1	
anno1.g12375.t1	
anno1.g2254.t1	GO:0006811,GO:0016020,GO:0005230
anno1.g4366.t1	GO:0004672,GO:0005515,GO:0006468,GO:0005524
anno1.g12278.t1	GO:0022857,GO:0055085
anno2.g8426.t1	GO:0005515
anno2.g3189.t1	GO:0016607,GO:0045944,GO:0003713,GO:0007219
anno2.g2103.t1	GO:0006811,GO:0016020,GO:0005230
anno1.g1028.t1	GO:0022857,GO:0055085
anno2.g7868.t1	
anno1.g8165.t1	GO:0005515,GO:0008270
anno1.g7370.t1	
anno1.g13013.t1	GO:0005525
anno1.g10114.t2	GO:0003677
anno1.g17508.t1	
anno2.g18886.t1	GO:0004553,GO:0005975
anno2.g6756.t1	
anno2.g4615.t1	
anno2.g12598.t1	GO:0008194
anno1.g9454.t1	GO:0005515
anno1.g13048.t1	GO:0005524,GO:0016773,GO:0005975
anno1.g7026.t1	
anno2.g8768.t1	
anno2.g1428.t1	GO:0046983
anno1.g2940.t3	GO:0004672,GO:0005515,GO:0006468
anno1.g1995.t1	
anno1.g3155.t1	
anno1.g9179.t1	
anno2.g8555.t1	GO:0015074
anno1.g11780.t1	GO:0016020
anno1.g1521.t1	GO:0003924,GO:0005525
anno1.g12103.t1	GO:0004672,GO:0006468,GO:0005524
anno2.g1446.t1	
anno2.g18450.t1	
anno1.g14587.t1	GO:0005515
anno2.g15249.t1	GO:0004181,GO:0006508,GO:0008270
anno1.g16324.t1	
anno1.g6151.t1	GO:0004672,GO:0006468,GO:0005524
anno1.g6152.t1	GO:0004672,GO:0006468,GO:0005524
anno1.g6758.t1	GO:0005515
anno1.g1136.t1	
anno1.g11204.t1	GO:0005179,GO:0005576
anno1.g7338.t1	
anno1.g3718.t1	GO:0005524,GO:0016887
anno1.g666.t1	GO:0005576,GO:0008061
anno2.g11945.t1	
anno1.g10592.t1	GO:0042981
anno2.g19238.t1	GO:0003924,GO:0005785,GO:0006614,GO:0006886,GO:0005047,GO:0005525
anno2.g6485.t1	GO:0003824
anno1.g16887.t1	
anno2.g14829.t1	
anno1.g11788.t1	GO:0005737,GO:0007275,GO:0006511
anno1.g7798.t1	
anno2.g15256.t1	GO:0046872
anno1.g3511.t1	GO:0003676,GO:0008270
anno1.g8495.t1	GO:0005524
anno1.g12054.t1	
anno1.g341.t1	GO:0006508,GO:0004252
anno1.g12392.t1	
anno2.g6677.t1	
anno1.g5499.t1	GO:0005515,GO:0007165
anno2.g3.t1	GO:0016810,GO:0005975
anno2.g321.t1	GO:0016810,GO:0005975
anno2.g311.t1	GO:0016810,GO:0005975
anno2.g176.t1	GO:0016810,GO:0005975
anno1.g2411.t1	
anno1.g8509.t1	
anno1.g13294.t1	GO:0022857,GO:0055085
anno2.g7764.t1	GO:0004672,GO:0006468
anno1.g13834.t1	GO:0004861,GO:0005634,GO:0051726
anno1.g2043.t1	GO:0016298
anno1.g16915.t1	
anno1.g1954.t1	GO:0004672,GO:0006468,GO:0005524
anno1.g11839.t1	
anno2.g15317.t1	GO:0055085,GO:0006811,GO:0005216,GO:0005515,GO:0016020
anno2.g15709.t1	GO:0008194
anno1.g9512.t2	
anno2.g1996.t1	
anno2.g19394.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g9657.t1	GO:0004553,GO:0005975
anno2.g84.t1	GO:0003677,GO:0003676
anno2.g669.t1	GO:0005869
anno2.g5350.t1	GO:0003723
anno1.g6849.t1	GO:0005509
anno2.g1640.t1	GO:0006099,GO:0046912
anno2.g10308.t1	GO:0005515
anno1.g5000.t4	
anno2.g19720.t1	
anno1.g14154.t1	
anno1.g6252.t1	
anno1.g16689.t1	
anno1.g8086.t1	
anno1.g8754.t1	
anno2.g15611.t1	GO:0016614,GO:0050660
anno1.g10298.t1	
anno2.g10792.t1	
anno1.g4981.t1	GO:0016020
anno1.g5612.t1	
anno2.g4761.t1	GO:0003676,GO:0004527
anno2.g2703.t1	GO:0005615,GO:0004866
anno1.g8474.t1	GO:0016747
anno1.g5832.t1	GO:0008236,GO:0006508
anno1.g16800.t1	
anno1.g1167.t1	
anno1.g7316.t1	
anno1.g14006.t1	GO:0004222,GO:0006508
anno1.g10864.t1	
anno1.g12555.t1	
anno2.g9306.t1	GO:0022857,GO:0016020,GO:0055085
anno2.g3022.t1	
anno1.g4207.t1	
anno1.g13661.t2	
anno2.g18443.t1	GO:0015074
anno1.g117.t1	GO:0016192
anno2.g13130.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno1.g8418.t1	GO:0005737,GO:0120013,GO:0120009
anno1.g7182.t1	GO:0015629,GO:0005885,GO:0034314
anno1.g4729.t1	GO:0003883,GO:0006221
anno2.g10613.t1	GO:0046983
anno2.g2521.t1	GO:0005524,GO:0003678,GO:0003676,GO:0003677,GO:0004386,GO:0006139,GO:0016818
anno2.g5771.t1	
anno1.g7018.t1	
anno2.g9469.t1	GO:0016491
anno1.g4502.t1	GO:0006508,GO:0004252
anno1.g6847.t1	
anno2.g14868.t1	
anno1.g10631.t1	GO:0008299
anno1.g14247.t1	
anno1.g2355.t1	
anno1.g1814.t1	
anno1.g1481.t1	GO:0016746
anno1.g12069.t1	
anno1.g6753.t1	GO:0016020
anno2.g9869.t1	GO:0006508,GO:0004252
anno2.g5230.t1	GO:0005085,GO:0007264
anno1.g2542.t2	
anno2.g2513.t1	GO:0003824
anno1.g9221.t1	
anno1.g13804.t1	GO:0003723
anno1.g1730.t1	GO:0004518,GO:0034477
anno2.g4645.t1	
anno1.g7532.t1	GO:0007165,GO:0003824
anno1.g13140.t1	GO:0140359,GO:0005524,GO:0016020
anno1.g1125.t2	GO:0005524
anno1.g3740.t1	GO:0016757
anno1.g8425.t1	GO:0016020,GO:0009922
anno2.g569.t1	GO:0005524
anno1.g6696.t1	GO:0035556,GO:0009190,GO:0004383,GO:0006182
anno1.g13895.t1	
anno1.g6495.t1	GO:0004672,GO:0006468,GO:0005524
anno2.g19484.t1	GO:0005515,GO:0007165
anno1.g4860.t1	GO:0005789,GO:0007029
anno1.g8242.t1	
anno1.g13290.t1	
anno2.g15623.t1	GO:0006508,GO:0004252
anno1.g8487.t1	GO:0003735,GO:0006412,GO:0005840
anno2.g1098.t1	
anno1.g3916.t1	
anno1.g17354.t2	GO:0071630,GO:0005634,GO:0031144
anno1.g1993.t1	
anno2.g4779.t1	GO:0005524
anno1.g4425.t1	
anno1.g4370.t1	GO:0004553,GO:0005975
anno1.g8175.t1	GO:0003723
anno2.g1731.t2	
anno1.g14531.t1	GO:0003723
anno1.g8215.t1	GO:0005515,GO:0000062
anno1.g9606.t1	GO:0004842
anno1.g10045.t3	GO:0005524,GO:0016887
anno1.g984.t1	GO:0003723
anno1.g2322.t1	GO:0005515
anno1.g9354.t1	
anno1.g385.t1	
anno2.g13971.t1	
anno1.g2428.t1	GO:0003779,GO:0005198,GO:0005856
anno2.g60.t1	
anno2.g45.t1	
anno1.g16347.t1	
anno1.g12844.t1	
anno1.g4313.t1	GO:0004017
anno2.g3756.t1	
anno1.g14050.t1	GO:0005515
anno1.g8986.t1	
anno1.g13662.t1	GO:0019836
anno1.g7843.t1	GO:0004867
anno1.g4052.t2	
anno1.g13056.t1	GO:0022857,GO:0016020,GO:0055085
anno2.g1174.t1	GO:0005524,GO:0003774,GO:0016459
anno1.g12656.t1	GO:0003824
anno1.g14015.t1	GO:0015276,GO:0016020
anno1.g16507.t1	
anno2.g7136.t1	
anno1.g14630.t1	
anno2.g15266.t1	GO:0003824
anno2.g471.t2	GO:0003684,GO:0006281
anno1.g1158.t1	GO:0016758,GO:0006486,GO:0016020
anno1.g10136.t1	GO:0005515
anno1.g13739.t1	
anno2.g8316.t1	
anno1.g14434.t1	GO:0004672,GO:0006468,GO:0005524
anno2.g4425.t1	
anno2.g7324.t1	GO:0003677,GO:0003676
anno1.g12037.t2	GO:0045901,GO:0045905,GO:0003746,GO:0043022,GO:0003723
anno1.g13713.t1	GO:0005509,GO:0004222,GO:0006508
anno1.g13094.t1	
anno2.g12488.t1	
anno1.g17638.t1	GO:0015276,GO:0004970,GO:0016020
anno1.g9441.t1	GO:0005524,GO:0003774,GO:0007165,GO:0005515,GO:0016459
anno1.g10878.t1	
anno1.g2211.t1	GO:0016020
anno1.g11739.t1	GO:0003924,GO:0005525
anno1.g1129.t1	GO:0005549,GO:0007608,GO:0016020,GO:0004984
anno1.g2518.t1	GO:0005730,GO:0034511,GO:0006364
anno2.g3165.t2	GO:0005509,GO:0007156,GO:0016020
anno2.g19304.t1	GO:0005856
anno1.g12477.t1	
anno1.g10578.t1	
anno1.g853.t1	GO:0004725,GO:0006470
anno1.g16735.t1	GO:0016020,GO:0055085
anno1.g14774.t1	
anno1.g10157.t1	GO:0007186,GO:0004930,GO:0016020
anno1.g2797.t1	GO:0005740,GO:0006123,GO:0005751
anno1.g1379.t1	
anno2.g6317.t1	GO:0003677,GO:0005730,GO:0008134,GO:0006355
anno1.g5671.t1	GO:0005515
anno1.g9533.t1	GO:0005515
anno1.g6900.t1	GO:0008017
anno2.g10240.t1	
anno1.g12286.t1	GO:0005515
anno1.g17493.t1	GO:0004672,GO:0006468,GO:0005524
anno2.g19843.t1	
anno2.g11508.t1	GO:0016787
anno2.g5409.t1	GO:0003677
anno2.g12012.t1	
anno1.g9626.t1	
anno2.g2288.t1	GO:0008270
anno1.g4355.t1	GO:0003723
anno1.g6255.t1	GO:0020037
anno2.g8047.t1	
anno1.g11007.t1	GO:0042254,GO:0005730
anno2.g19831.t1	
anno2.g7088.t1	GO:0005272,GO:0006814,GO:0016020
anno1.g7497.t2	
anno1.g5488.t2	GO:0007186,GO:0004930,GO:0016020
anno1.g10331.t2	GO:0004672,GO:0006468,GO:0005524
anno1.g10823.t1	GO:0003677
anno1.g10871.t1	
anno1.g1959.t1	
anno1.g4819.t1	
anno1.g13229.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g1706.t1	
anno1.g1261.t1	GO:0006807,GO:0003824
anno1.g9135.t1	
anno1.g7323.t1	GO:0008194
anno1.g12508.t1	GO:0016593,GO:0016570,GO:0006368
anno2.g12052.t1	GO:0005549,GO:0007608,GO:0016020,GO:0004984
anno2.g15021.t1	GO:0006777
anno2.g675.t1	
anno1.g1962.t1	
anno2.g7981.t1	GO:0003677
anno1.g16414.t1	GO:0016627
anno1.g4368.t1	GO:0004553,GO:0005975
anno1.g4336.t1	
anno2.g1314.t1	
anno1.g9184.t1	
anno1.g6843.t1	GO:0005515
anno2.g18237.t1	
anno1.g1316.t1	GO:0005509
anno2.g11054.t1	GO:0005515,GO:0003676
anno2.g11541.t1	
anno2.g13559.t1	GO:0005515
anno2.g1521.t1	
anno2.g12534.t1	
anno1.g5946.t1	
anno2.g4751.t1	GO:0005525
anno2.g8611.t2	GO:0005515
anno2.g11366.t1	GO:0015074
anno1.g7631.t1	
anno2.g7099.t1	GO:0003824
anno1.g9021.t1	
anno2.g19824.t1	GO:0005515
anno1.g9352.t1	
anno1.g2052.t1	GO:0030133,GO:0031083
anno1.g4026.t1	
anno2.g16416.t1	GO:0003677
anno1.g13043.t1	GO:0006508,GO:0004252
anno2.g2579.t1	GO:0005524,GO:0016887
anno1.g9263.t1	GO:0003777,GO:0005524,GO:0007018,GO:0008017
anno2.g3437.t1	
anno2.g12216.t1	GO:0004672,GO:0006468,GO:0005524
anno1.g5447.t1	GO:0005549,GO:0007608,GO:0016020,GO:0004984
anno1.g9523.t1	GO:0004559,GO:0006013
anno2.g14671.t1	
anno2.g668.t1	GO:0016491
anno1.g12738.t1	GO:0005515
anno2.g7093.t1	GO:0016624
anno1.g10678.t1	GO:0022857,GO:0016020,GO:0055085
anno1.g10378.t1	GO:0046872,GO:0003676,GO:0016787
anno2.g7628.t1	
anno1.g9140.t1	GO:0005515
anno1.g13180.t1	GO:0005524,GO:0006633,GO:0003989
anno1.g8025.t1	GO:0005975
anno1.g14809.t1	GO:0003824
anno1.g5195.t1	GO:0005515
anno1.g7160.t1	GO:0035556,GO:0009190
anno1.g14600.t4	GO:0000165
anno1.g8194.t1	GO:0022857,GO:0055085
anno2.g1007.t1	GO:0016705,GO:0004497,GO:0005506,GO:0020037
anno2.g10014.t1	GO:0046983
anno1.g6086.t1	
anno1.g12587.t1	GO:0000931,GO:0033566
anno1.g5082.t1	GO:0003723
anno1.g8185.t1	
anno1.g10760.t1	GO:0019239,GO:0005615
anno2.g391.t1	
anno1.g6921.t1	GO:0005515
anno1.g936.t1	GO:0006811,GO:0016020,GO:0005230
anno1.g685.t1	
anno2.g4922.t1	
anno1.g8049.t2	GO:0005509,GO:0005515
anno1.g16710.t1	GO:0007165
anno1.g8404.t1	GO:0003924,GO:0005525
anno1.g11925.t1	
anno2.g1388.t1	
anno2.g10931.t1	
anno2.g9916.t1	GO:0015074,GO:0003676,GO:0008270
anno1.g2775.t4	GO:0005509
anno1.g16400.t1	GO:0003677
anno2.g9512.t1	GO:0008299
anno2.g14651.t1	GO:0046983
anno1.g3682.t1	
anno2.g7555.t1	GO:0003676
